GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Assault, level 3, aggravated",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Assault, level 3, aggravated",1,29.1
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Assault, level 3, aggravated",1,28.81
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Attempted murder,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Attempted murder,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Attempted murder,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Attempted murder,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Attempted murder,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Attempted murder,0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Attempted murder,1,29.1
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Attempted murder,0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Homicide,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Homicide,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Homicide,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Homicide,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Homicide,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Homicide,0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Homicide,0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Homicide,0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Possession, cannabis",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Possession, cannabis",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Possession, cannabis",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Possession, cannabis",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Possession, cannabis",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Possession, cannabis",6,178.94
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Possession, cannabis",2,58.21
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Possession, cannabis",10,288.1
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Possession, cocaine",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Possession, cocaine",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Possession, cocaine",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Possession, cocaine",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Possession, cocaine",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Possession, cocaine",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Possession, cocaine",1,29.1
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Possession, cocaine",1,28.81
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Sexual assault, level 1",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Sexual assault, level 1",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Sexual assault, level 1",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Sexual assault, level 1",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Sexual assault, level 1",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Sexual assault, level 1",1,29.82
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Sexual assault, level 1",5,145.52
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Sexual assault, level 1",6,172.86
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",1,28.81
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total breaking and entering,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total breaking and entering,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total breaking and entering,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total breaking and entering,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total breaking and entering,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total breaking and entering,11,328.06
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total breaking and entering,12,349.24
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total breaking and entering,33,950.73
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total cannabis, trafficking, production or distribution",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total cannabis, trafficking, production or distribution",2,58.21
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total cannabis, trafficking, production or distribution",7,201.67
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total cocaine, trafficking, production or distribution",1,29.82
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total cocaine, trafficking, production or distribution",2,58.21
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total cocaine, trafficking, production or distribution",1,28.81
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total Drug violations,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total Drug violations,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total Drug violations,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total Drug violations,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total Drug violations,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total Drug violations,9,268.42
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total Drug violations,7,203.73
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total Drug violations,20,576.2
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total impaired driving,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total impaired driving,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total impaired driving,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total impaired driving,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total impaired driving,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total impaired driving,13,387.71
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total impaired driving,24,698.49
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total impaired driving,36,1037.17
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",2,59.65
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",1,28.81
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total robbery,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total robbery,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total robbery,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total robbery,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total robbery,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total robbery,6,178.94
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total robbery,0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total robbery,1,28.81
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total sexual violations against children,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total sexual violations against children,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total sexual violations against children,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total sexual violations against children,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total sexual violations against children,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total sexual violations against children,0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total sexual violations against children,1,29.1
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total sexual violations against children,0,0
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total theft of motor vehicle,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total theft of motor vehicle,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total theft of motor vehicle,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total theft of motor vehicle,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total theft of motor vehicle,,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total theft of motor vehicle,2,59.65
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total theft of motor vehicle,6,174.62
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total theft of motor vehicle,6,172.86
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Assault, level 1",73,697.3
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Assault, level 1",40,379.22
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Assault, level 1",57,536.57
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Assault, level 1",53,495.33
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Assault, level 1",63,579.31
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Assault, level 1",67,604.15
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Assault, level 1",70,628.37
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Assault, level 1",72,640.57
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Assault, level 2, weapon or bodily harm",9,85.97
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Assault, level 2, weapon or bodily harm",14,132.73
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Assault, level 2, weapon or bodily harm",10,94.14
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Assault, level 2, weapon or bodily harm",7,65.42
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Assault, level 2, weapon or bodily harm",10,91.95
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Assault, level 2, weapon or bodily harm",20,180.34
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Assault, level 2, weapon or bodily harm",5,44.88
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Assault, level 2, weapon or bodily harm",8,71.17
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Assault, level 3, aggravated",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Assault, level 3, aggravated",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Assault, level 3, aggravated",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Assault, level 3, aggravated",1,9.35
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Assault, level 3, aggravated",1,9.2
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Assault, level 3, aggravated",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Assault, level 3, aggravated",1,8.98
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Assault, level 3, aggravated",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Attempted murder,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Attempted murder,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Attempted murder,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Attempted murder,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Attempted murder,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Attempted murder,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Attempted murder,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Attempted murder,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Homicide,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Homicide,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Homicide,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Homicide,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Homicide,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Homicide,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Homicide,1,8.98
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Homicide,0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Possession, cannabis",9,85.97
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Possession, cannabis",18,170.65
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Possession, cannabis",21,197.68
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Possession, cannabis",22,205.61
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Possession, cannabis",18,165.52
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Possession, cannabis",14,126.24
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Possession, cannabis",27,242.37
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Possession, cannabis",24,213.52
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Possession, cocaine",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Possession, cocaine",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Possession, cocaine",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Possession, cocaine",1,9.35
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Possession, cocaine",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Possession, cocaine",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Possession, cocaine",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Possession, cocaine",0,0
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Sexual assault, level 1",3,28.66
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Sexual assault, level 1",3,28.44
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Sexual assault, level 1",4,37.65
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Sexual assault, level 1",6,56.07
"Queens County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Sexual assault, level 1",9,82.76
