GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total property crime violations,2663,4803.39
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total property crime violations,2186,3922.84
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total property crime violations,2577,4630.31
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,712,1297.59
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,766,1397.35
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,708,1294.12
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,832,1515.68
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,794,1440.99
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,942,1699.13
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,808,1449.98
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,783,1406.88
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1211,3115.83
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1376,3536
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1532,3935.88
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1599,4087.84
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1770,4492.96
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1901,4795.18
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",2074,5212.1
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1804,4541.79
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total other Criminal Code violations,156,401.38
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total other Criminal Code violations,179,459.99
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total other Criminal Code violations,215,552.36
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total other Criminal Code violations,243,621.23
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total other Criminal Code violations,209,530.52
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total other Criminal Code violations,223,562.51
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total other Criminal Code violations,210,527.74
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total other Criminal Code violations,182,458.21
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total property crime violations,723,1860.24
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total property crime violations,843,2166.32
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total property crime violations,926,2378.99
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total property crime violations,960,2454.24
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total property crime violations,1121,2845.54
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total property crime violations,1202,3031.98
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total property crime violations,1351,3395.15
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total property crime violations,1190,2995.97
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,332,854.22
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,354,909.7
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,391,1004.52
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,396,1012.37
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,440,1116.89
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,476,1200.69
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,513,1289.2
"Lunenburg County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,432,1087.61
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",186,2305.12
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",203,2515.18
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",255,3157.89
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",198,2427.96
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",212,2589.79
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",161,1941.63
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",170,2009.69
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",197,2312.48
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total other Criminal Code violations,38,470.94
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total other Criminal Code violations,30,371.7
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total other Criminal Code violations,38,470.59
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total other Criminal Code violations,31,380.13
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total other Criminal Code violations,26,317.62
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total other Criminal Code violations,17,205.02
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total other Criminal Code violations,14,165.5
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total other Criminal Code violations,24,281.72
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total property crime violations,87,1078.2
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total property crime violations,110,1362.9
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total property crime violations,154,1907.12
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total property crime violations,115,1410.18
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total property crime violations,123,1502.57
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total property crime violations,108,1302.46
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total property crime violations,98,1158.53
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total property crime violations,100,1173.85
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,61,755.98
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,63,780.57
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,63,780.19
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,52,637.65
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,63,769.61
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,36,434.15
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,58,685.66
"Meteghan (Clare), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,73,856.91
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",220,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",229,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",187,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",203,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",264,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",253,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",288,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",238,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total other Criminal Code violations,52,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total other Criminal Code violations,63,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total other Criminal Code violations,37,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total other Criminal Code violations,29,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total other Criminal Code violations,52,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total other Criminal Code violations,42,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total other Criminal Code violations,67,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total other Criminal Code violations,57,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total property crime violations,99,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total property crime violations,103,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total property crime violations,84,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total property crime violations,107,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total property crime violations,131,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total property crime violations,141,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total property crime violations,158,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total property crime violations,105,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,69,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,63,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,66,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,67,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,81,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,70,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,63,
"Millbrook, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,76,
"New Glasgow Region, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1026,8562.84
"New Glasgow Region, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1005,8377.09
"New Glasgow Region, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",856,7120.87
"New Glasgow Region, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",928,7652.98
"New Glasgow Region, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1155,9426.26
"New Glasgow Region, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1366,11042.85
"New Glasgow Region, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1381,11103.96
"New Glasgow Region, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1585,16330.11
"New Glasgow Region, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total other Criminal Code violations,142,1185.11
"New Glasgow Region, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total other Criminal Code violations,145,1208.64
"New Glasgow Region, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total other Criminal Code violations,103,856.83
"New Glasgow Region, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Total other Criminal Code violations,141,1162.79
"New Glasgow Region, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Total other Criminal Code violations,171,1395.58
"New Glasgow Region, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Total other Criminal Code violations,207,1673.4
"New Glasgow Region, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Total other Criminal Code violations,194,1559.86
"New Glasgow Region, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Total other Criminal Code violations,299,3080.57
"New Glasgow Region, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total property crime violations,551,4598.56
"New Glasgow Region, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total property crime violations,562,4684.5
"New Glasgow Region, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total property crime violations,543,4517.1
"New Glasgow Region, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Total property crime violations,508,4189.35
"New Glasgow Region, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Total property crime violations,692,5647.6
"New Glasgow Region, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Total property crime violations,811,6556.18
"New Glasgow Region, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Total property crime violations,799,6424.38
"New Glasgow Region, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Total property crime violations,899,9262.31
"New Glasgow Region, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,333,2779.17
"New Glasgow Region, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,298,2483.95
"New Glasgow Region, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,210,1746.94
"New Glasgow Region, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,279,2300.84
"New Glasgow Region, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,292,2383.09
"New Glasgow Region, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,348,2813.26
"New Glasgow Region, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,388,3119.72
"New Glasgow Region, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,387,3987.22
Nova Scotia,12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",48032,5035.49
Nova Scotia,12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",46391,4890.38
Nova Scotia,12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",47243,5017.6
Nova Scotia,12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",51664,5483.28
Nova Scotia,12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",53216,5642.97
Nova Scotia,12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",60089,6359.01
Nova Scotia,12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",61496,6511.17
Nova Scotia,12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",65792,6983.75
Nova Scotia,12/31/2017 12:00:00 AM,Total other Criminal Code violations,8742,916.48
Nova Scotia,12/31/2016 12:00:00 AM,Total other Criminal Code violations,8423,887.92
Nova Scotia,12/31/2015 12:00:00 AM,Total other Criminal Code violations,8132,863.69
Nova Scotia,12/31/2014 12:00:00 AM,Total other Criminal Code violations,8539,906.27
Nova Scotia,12/31/2013 12:00:00 AM,Total other Criminal Code violations,8831,936.43
Nova Scotia,12/31/2012 12:00:00 AM,Total other Criminal Code violations,9787,1035.72
Nova Scotia,12/31/2011 12:00:00 AM,Total other Criminal Code violations,9693,1026.29
Nova Scotia,12/31/2010 12:00:00 AM,Total other Criminal Code violations,10179,1080.49
Nova Scotia,12/31/2017 12:00:00 AM,Total property crime violations,27353,2867.58
Nova Scotia,12/31/2016 12:00:00 AM,Total property crime violations,26991,2845.3
Nova Scotia,12/31/2015 12:00:00 AM,Total property crime violations,27818,2954.51
Nova Scotia,12/31/2014 12:00:00 AM,Total property crime violations,31281,3319.96
Nova Scotia,12/31/2013 12:00:00 AM,Total property crime violations,32763,3474.16
Nova Scotia,12/31/2012 12:00:00 AM,Total property crime violations,37336,3951.14
Nova Scotia,12/31/2011 12:00:00 AM,Total property crime violations,38026,4026.18
Nova Scotia,12/31/2010 12:00:00 AM,Total property crime violations,40847,4335.86
Nova Scotia,12/31/2017 12:00:00 AM,Total violent Criminal Code violations,11937,1251.43
Nova Scotia,12/31/2016 12:00:00 AM,Total violent Criminal Code violations,10977,1157.16
Nova Scotia,12/31/2015 12:00:00 AM,Total violent Criminal Code violations,11293,1199.41
Nova Scotia,12/31/2014 12:00:00 AM,Total violent Criminal Code violations,11844,1257.05
Nova Scotia,12/31/2013 12:00:00 AM,Total violent Criminal Code violations,11622,1232.39
Nova Scotia,12/31/2012 12:00:00 AM,Total violent Criminal Code violations,12966,1372.15
Nova Scotia,12/31/2011 12:00:00 AM,Total violent Criminal Code violations,13777,1458.7
Nova Scotia,12/31/2010 12:00:00 AM,Total violent Criminal Code violations,14766,1567.39
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",105,9122.5
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",95,8098.89
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",254,21434.6
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total other Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total other Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total other Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total other Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total other Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total other Criminal Code violations,26,2258.91
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total other Criminal Code violations,18,1534.53
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total other Criminal Code violations,23,1940.93
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total property crime violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total property crime violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total property crime violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total property crime violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total property crime violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total property crime violations,32,2780.19
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total property crime violations,43,3665.81
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total property crime violations,177,14936.71
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,,
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,47,4083.41
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,34,2898.55
"Oxford County, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,54,4556.96
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",128,10166.8
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",125,9842.52
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",106,8326.79
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",191,14910.23
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",141,10888.03
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",162,12356.98
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",174,13122.17
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",168,12546.68
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total other Criminal Code violations,13,1032.57
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total other Criminal Code violations,29,2283.46
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total other Criminal Code violations,24,1885.31
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total other Criminal Code violations,37,2888.37
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total other Criminal Code violations,25,1930.5
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total other Criminal Code violations,38,2898.55
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total other Criminal Code violations,32,2413.27
